search_id,catalog_slug,status,http_status,record_count,total_count,duration_ms,json_path,markdown_path,raw_path
DGOV-0011,data_gov,succeeded,200,0,,316,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0011_neuroborreliosis\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0011_neuroborreliosis\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0011_neuroborreliosis\raw\page_0001.json
DGOV-0012,data_gov,succeeded,200,2,,317,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0012_lyme-arthritis\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0012_lyme-arthritis\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0012_lyme-arthritis\raw\page_0001.json
DGOV-0013,data_gov,succeeded,200,0,,301,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0013_lyme-carditis\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0013_lyme-carditis\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0013_lyme-carditis\raw\page_0001.json
DGOV-0014,data_gov,succeeded,200,0,,294,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0014_early-localized-lyme-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0014_early-localized-lyme-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0014_early-localized-lyme-disease\raw\page_0001.json
DGOV-0015,data_gov,succeeded,200,0,,261,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0015_early-disseminated-lyme-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0015_early-disseminated-lyme-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0015_early-disseminated-lyme-disease\raw\page_0001.json
DGOV-0016,data_gov,succeeded,200,0,,277,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0016_lyme-disease-diagnosis\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0016_lyme-disease-diagnosis\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0016_lyme-disease-diagnosis\raw\page_0001.json
DGOV-0017,data_gov,succeeded,200,0,,313,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0017_diagnostic-delay-lyme-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0017_diagnostic-delay-lyme-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0017_diagnostic-delay-lyme-disease\raw\page_0001.json
DGOV-0018,data_gov,succeeded,200,0,,309,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0018_delayed-diagnosis-tickborne-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0018_delayed-diagnosis-tickborne-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0018_delayed-diagnosis-tickborne-disease\raw\page_0001.json
DGOV-0019,data_gov,succeeded,200,0,,321,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0019_lyme-disease-misdiagnosis\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0019_lyme-disease-misdiagnosis\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0019_lyme-disease-misdiagnosis\raw\page_0001.json
DGOV-0020,data_gov,succeeded,200,0,,252,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0020_lyme-disease-differential-diagnosis\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0020_lyme-disease-differential-diagnosis\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0020_lyme-disease-differential-diagnosis\raw\page_0001.json
DGOV-0021,data_gov,succeeded,200,0,,256,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0021_lyme-serology\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0021_lyme-serology\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0021_lyme-serology\raw\page_0001.json
DGOV-0022,data_gov,succeeded,200,0,,235,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0022_two-tier-lyme-testing\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0022_two-tier-lyme-testing\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0022_two-tier-lyme-testing\raw\page_0001.json
DGOV-0023,data_gov,succeeded,200,0,,260,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0023_modified-two-tier-testing-lyme\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0023_modified-two-tier-testing-lyme\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0023_modified-two-tier-testing-lyme\raw\page_0001.json
DGOV-0024,data_gov,succeeded,200,4,,276,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0024_lyme-disease-surveillance\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0024_lyme-disease-surveillance\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0024_lyme-disease-surveillance\raw\page_0001.json
DGOV-0025,data_gov,succeeded,200,2,,292,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0025_lyme-disease-incidence\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0025_lyme-disease-incidence\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0025_lyme-disease-incidence\raw\page_0001.json
DGOV-0026,data_gov,succeeded,200,3,,284,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0026_lyme-disease-case-counts\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0026_lyme-disease-case-counts\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0026_lyme-disease-case-counts\raw\page_0001.json
DGOV-0027,data_gov,succeeded,200,0,,245,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0027_lyme-disease-underreporting\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0027_lyme-disease-underreporting\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0027_lyme-disease-underreporting\raw\page_0001.json
DGOV-0028,data_gov,succeeded,200,0,,237,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0028_lyme-disease-case-definition\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0028_lyme-disease-case-definition\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0028_lyme-disease-case-definition\raw\page_0001.json
DGOV-0029,data_gov,succeeded,200,3,,325,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0029_notifiable-disease-lyme\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0029_notifiable-disease-lyme\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0029_notifiable-disease-lyme\raw\page_0001.json
DGOV-0030,data_gov,succeeded,200,0,,260,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0030_tickborne-disease-surveillance\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0030_tickborne-disease-surveillance\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0030_tickborne-disease-surveillance\raw\page_0001.json
DGOV-0031,data_gov,succeeded,200,1,,265,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0031_tick-surveillance\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0031_tick-surveillance\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0031_tick-surveillance\raw\page_0001.json
DGOV-0032,data_gov,succeeded,200,0,,249,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0032_tick-pathogen-surveillance\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0032_tick-pathogen-surveillance\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0032_tick-pathogen-surveillance\raw\page_0001.json
DGOV-0033,data_gov,succeeded,200,1,,316,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0033_county-lyme-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0033_county-lyme-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0033_county-lyme-disease\raw\page_0001.json
DGOV-0034,data_gov,succeeded,200,0,,301,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0034_lyme-disease-access-to-care\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0034_lyme-disease-access-to-care\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0034_lyme-disease-access-to-care\raw\page_0001.json
DGOV-0035,data_gov,succeeded,200,0,,300,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0035_lyme-disease-provider-shortage\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0035_lyme-disease-provider-shortage\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0035_lyme-disease-provider-shortage\raw\page_0001.json
DGOV-0036,data_gov,succeeded,200,0,,274,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0036_infectious-disease-specialist-access\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0036_infectious-disease-specialist-access\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0036_infectious-disease-specialist-access\raw\page_0001.json
DGOV-0037,data_gov,succeeded,200,0,,282,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0037_rheumatology-access-lyme\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0037_rheumatology-access-lyme\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0037_rheumatology-access-lyme\raw\page_0001.json
DGOV-0038,data_gov,succeeded,200,0,,257,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0038_neurology-access-lyme\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0038_neurology-access-lyme\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0038_neurology-access-lyme\raw\page_0001.json
DGOV-0039,data_gov,succeeded,200,0,,236,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0039_cardiology-access-lyme\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0039_cardiology-access-lyme\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0039_cardiology-access-lyme\raw\page_0001.json
DGOV-0040,data_gov,succeeded,200,0,,252,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0040_primary-care-lyme-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0040_primary-care-lyme-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0040_primary-care-lyme-disease\raw\page_0001.json
EPA-0001,epa_enviroatlas,succeeded,202,0,,170,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0001_forest-and-woodland-cover\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0001_forest-and-woodland-cover\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0001_forest-and-woodland-cover\raw\page_0001.html
EPA-0002,epa_enviroatlas,succeeded,202,0,,122,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0002_tree-cover\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0002_tree-cover\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0002_tree-cover\raw\page_0001.html
EPA-0003,epa_enviroatlas,succeeded,202,0,,125,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0003_green-space\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0003_green-space\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0003_green-space\raw\page_0001.html
EPA-0004,epa_enviroatlas,succeeded,202,0,,108,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0004_land-use-mix\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0004_land-use-mix\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0004_land-use-mix\raw\page_0001.html
EPA-0005,epa_enviroatlas,succeeded,202,0,,125,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0005_road-density\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0005_road-density\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0005_road-density\raw\page_0001.html
EPA-0006,epa_enviroatlas,succeeded,202,0,,118,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0006_population-density\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0006_population-density\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0006_population-density\raw\page_0001.html
EPA-0007,epa_enviroatlas,succeeded,202,0,,106,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0007_recreation-access\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0007_recreation-access\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0007_recreation-access\raw\page_0001.html
EPA-0008,epa_enviroatlas,succeeded,202,0,,125,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0008_ecosystem-services-human-health\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0008_ecosystem-services-human-health\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\epa_enviroatlas\EPA-0008_ecosystem-services-human-health\raw\page_0001.html
FDAE-0001,openfda_drug_event,succeeded,200,100,,1625,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0001_doxycycline-adverse-events\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0001_doxycycline-adverse-events\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0001_doxycycline-adverse-events\raw\page_0001.json
FDAE-0002,openfda_drug_event,succeeded,200,100,,1685,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0002_amoxicillin-adverse-events\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0002_amoxicillin-adverse-events\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0002_amoxicillin-adverse-events\raw\page_0001.json
FDAE-0003,openfda_drug_event,succeeded,200,100,,1073,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0003_cefuroxime-adverse-events\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0003_cefuroxime-adverse-events\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0003_cefuroxime-adverse-events\raw\page_0001.json
FDAE-0004,openfda_drug_event,succeeded,200,100,,1423,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0004_ceftriaxone-adverse-events\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0004_ceftriaxone-adverse-events\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0004_ceftriaxone-adverse-events\raw\page_0001.json
FDAE-0005,openfda_drug_event,succeeded,200,100,,1577,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0005_azithromycin-adverse-events\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0005_azithromycin-adverse-events\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0005_azithromycin-adverse-events\raw\page_0001.json
FDAE-0006,openfda_drug_event,succeeded,200,100,,1260,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0006_minocycline-adverse-events\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0006_minocycline-adverse-events\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0006_minocycline-adverse-events\raw\page_0001.json
FDAE-0007,openfda_drug_event,succeeded,200,100,,1051,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0007_penicillin-adverse-events\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0007_penicillin-adverse-events\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_event\FDAE-0007_penicillin-adverse-events\raw\page_0001.json
FDAL-0001,openfda_drug_label,succeeded,200,100,,2511,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0001_doxycycline\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0001_doxycycline\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0001_doxycycline\raw\page_0001.json
FDAL-0002,openfda_drug_label,succeeded,200,100,,1505,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0002_amoxicillin\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0002_amoxicillin\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0002_amoxicillin\raw\page_0001.json
FDAL-0003,openfda_drug_label,succeeded,200,37,,701,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0003_cefuroxime\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0003_cefuroxime\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0003_cefuroxime\raw\page_0001.json
FDAL-0004,openfda_drug_label,succeeded,200,34,,736,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0004_ceftriaxone\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0004_ceftriaxone\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0004_ceftriaxone\raw\page_0001.json
FDAL-0005,openfda_drug_label,succeeded,200,100,,1782,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0005_azithromycin\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0005_azithromycin\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0005_azithromycin\raw\page_0001.json
FDAL-0006,openfda_drug_label,succeeded,200,75,,1566,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0006_minocycline\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0006_minocycline\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0006_minocycline\raw\page_0001.json
FDAL-0007,openfda_drug_label,succeeded,200,73,,822,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0007_penicillin\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0007_penicillin\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\openfda_drug_label\FDAL-0007_penicillin\raw\page_0001.json
HDAT-0001,healthdata_gov,succeeded,200,31,,891,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0001_lyme-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0001_lyme-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0001_lyme-disease\raw\page_0001.json
HDAT-0002,healthdata_gov,succeeded,200,0,,635,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0002_lyme-borreliosis\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0002_lyme-borreliosis\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0002_lyme-borreliosis\raw\page_0001.json
HDAT-0003,healthdata_gov,succeeded,200,5,,698,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0003_borrelia-burgdorferi\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0003_borrelia-burgdorferi\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0003_borrelia-burgdorferi\raw\page_0001.json
HDAT-0004,healthdata_gov,succeeded,200,0,,596,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0004_borrelia-mayonii\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0004_borrelia-mayonii\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0004_borrelia-mayonii\raw\page_0001.json
HDAT-0005,healthdata_gov,succeeded,200,2,,507,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0005_borrelia-miyamotoi\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0005_borrelia-miyamotoi\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0005_borrelia-miyamotoi\raw\page_0001.json
HDAT-0006,healthdata_gov,succeeded,200,12,,705,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0006_tickborne-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0006_tickborne-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0006_tickborne-disease\raw\page_0001.json
HDAT-0007,healthdata_gov,succeeded,200,6,,722,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0007_blacklegged-tick\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0007_blacklegged-tick\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0007_blacklegged-tick\raw\page_0001.json
HDAT-0008,healthdata_gov,succeeded,200,4,,588,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0008_ixodes-scapularis\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0008_ixodes-scapularis\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0008_ixodes-scapularis\raw\page_0001.json
HDAT-0009,healthdata_gov,succeeded,200,0,,507,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0009_ixodes-pacificus\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0009_ixodes-pacificus\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0009_ixodes-pacificus\raw\page_0001.json
HDAT-0010,healthdata_gov,succeeded,200,0,,485,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0010_erythema-migrans\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0010_erythema-migrans\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0010_erythema-migrans\raw\page_0001.json
HDAT-0011,healthdata_gov,succeeded,200,100,,1108,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0011_lyme-disease-access-to-care\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0011_lyme-disease-access-to-care\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0011_lyme-disease-access-to-care\raw\page_0001.json
HDAT-0012,healthdata_gov,succeeded,200,100,,1062,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0012_lyme-disease-provider-shortage\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0012_lyme-disease-provider-shortage\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0012_lyme-disease-provider-shortage\raw\page_0001.json
HDAT-0013,healthdata_gov,succeeded,200,100,,1079,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0013_infectious-disease-specialist-access\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0013_infectious-disease-specialist-access\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0013_infectious-disease-specialist-access\raw\page_0001.json
HDAT-0014,healthdata_gov,succeeded,200,0,,482,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0014_rheumatology-access-lyme\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0014_rheumatology-access-lyme\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0014_rheumatology-access-lyme\raw\page_0001.json
HDAT-0015,healthdata_gov,succeeded,200,0,,530,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0015_neurology-access-lyme\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0015_neurology-access-lyme\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0015_neurology-access-lyme\raw\page_0001.json
HDAT-0016,healthdata_gov,succeeded,200,0,,544,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0016_cardiology-access-lyme\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0016_cardiology-access-lyme\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\healthdata_gov\HDAT-0016_cardiology-access-lyme\raw\page_0001.json
